isolate_name	collection_date	last_modified	type	lineage	originating lab	submitting lab
A/NewYork/16/2002	2002-01-23		A/H3N2		  	 Other Database Import
A/NewYork/18/2002	2002-02-04		A/H3N2		  	 Other Database Import
A/NewYork/17/2002	2002-02-04		A/H3N2		  	 Other Database Import
A/NewYork/21/2002	2002-02-25		A/H3N2		  	 Other Database Import
A/NewYork/20/2002	2002-02-26		A/H3N2		  	 Other Database Import
A/NewYork/22/2002	2002-02-27		A/H3N2		  	 Other Database Import
A/Human/New-York/28/2002	2002-11-01		A/H3N2		  	 Other Database Import
A/NewYork/06/2008	2008-02-13		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/55/2004	2004-11-18		A/H3N2		  	 Other Database Import
A/NewYork/07/2008	2008-01-24		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/09/2008	2008-04-21		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/UR06-0607/2007	2007-03-14		A/H3N2		  	 Other Database Import
A/NewYork/09/2008	2008-04-21		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/28/2008	2008-05-13		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/29/2008	2008-03-06		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/08/2008	2008-02-13		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/33/2008	2008-09-20		A/H3N2		  	 Centers for Disease Control and Prevention
A/NewYork/UR07-0080/2008	2008-02-25		A/H3N2		  	 Other Database Import
A/NewYork/UR07-0111/2008	2008-02-28		A/H3N2		  	 Other Database Import
A/NewYork/UR07-0153/2008	2008-03-12		A/H3N2		  	 Other Database Import
A/NewYork/UR07-0093/2008	2008-02-25		A/H3N2		  	 Other Database Import
A/NewYork/UR07-0133/2008	2008-03-06		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/537/1998	1998-02-05		A/H3N2		  	 Other Database Import
A/NewYork/67/2009	2009-02-22		A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2009	2009-01-21		A/H3N2		 Westchester County Department of Laboratories & Research 	 Centers for Disease Control and Prevention
A/NewYork/70/2009	2009-05-23		A/H3N2		 Westchester County Department of Laboratories & Research 	 Centers for Disease Control and Prevention
A/NewYork/1670/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/1671/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/1685/2009	2009-04-26	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3006/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3011/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3018/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3051/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3060/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3062/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3064/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3066/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3078/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3079/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3087/2009	2009-04-30	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3103/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3104/2009	2009-04-29	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3127/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3135/2009	2009-05-02	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3137/2009	2009-05-02	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3139/2009	2009-04-29	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3143/2009	2009-04-30	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3146/2009	2009-05-01	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3164/2009	2009-05-01	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3272/2009	2009-04-29	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3273/2009	2009-04-29	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3274/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3279/2009	2009-05-03	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3280/2009	2009-05-03	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3297/2009	2009-04-27	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3309/2009	2009-05-05	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3317/2009	2009-04-28	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3471/2009	2009-05-18	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3487/2009	2009-05-11	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3491/2009	2009-05-11	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3496/2009	2009-05-13	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3536/2009	2009-05-15	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3542/2009	2009-05-17	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3738/2009	2009-05-20	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/3752/2009	2009-06-01	2009-11-17	A/H3N2		  	 Other Database Import
A/NewYork/UR07-0160/2008	2008-03-17	2009-08-21	A/H3N2		  	 Other Database Import
A/NewYork/4/2006	2006-03-22	2006-07-24	A/H3N2		  	 Other Database Import
A/NewYork/1/2003	2003-10-28	2006-10-12	A/H3N2		  	 Other Database Import
A/NewYork/2/2003	2003-10-27	2006-10-12	A/H3N2		  	 Other Database Import
A/NewYork/3/2003	2003-12-10	2006-10-12	A/H3N2		  	 Other Database Import
A/NewYork/3687/2009	2009-05-24	2010-01-25	A/H3N2		  	 Other Database Import
A/NewYork/3743/2009	2009-05-20	2010-01-25	A/H3N2		  	 Other Database Import
A/NewYork/4165/2009	2009-06-12	2010-01-25	A/H3N2		  	 Other Database Import
A/NewYork/3061/2009	2009-04-28	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/3316/2009	2009-05-01	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/3360/2009	2009-05-06	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/3494/2009	2009-05-13	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/3527/2009	2009-05-18	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/3626/2009	2009-05-19	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/3896/2009	2009-06-04	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/4255/2009	2009-05-24	2010-03-30	A/H3N2		  	 Other Database Import
A/NewYork/392/2004	2004-12-21	2010-04-12	A/H3N2		  	 Other Database Import
A/NewYork/3e/2006	2006-01-26	2010-06-04	A/H3N2		  	 Other Database Import
A/NewYork/2/2006	2006-01-01	2010-06-04	A/H3N2		  	 Other Database Import
A/NewYork/2e/2006	2006-01-01	2010-06-04	A/H3N2		  	 Other Database Import
A/NewYork/05/2010	2010-03-25	2010-07-08	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/20342/2010	2010-06-16	2010-08-16	A/H3N2		  	 Other Database Import
A/NewYork/20343/2010	2010-06-16	2010-08-23	A/H3N2		  	 Other Database Import
A/NewYork/06/2010	2010-08-02	2010-12-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2010	2010-11-14	2011-01-13	A/H3N2		 Westchester County Department of Laboratories & Research 	 Centers for Disease Control and Prevention
A/NewYork/3421/2009	2009-05-04	2011-01-21	A/H3N2		  	 Other Database Import
A/NewYork/3470/2009	2009-05-16	2011-01-21	A/H3N2		  	 Other Database Import
A/NewYork/3519/2009	2009-05-15	2011-01-21	A/H3N2		  	 Other Database Import
A/NewYork/3644/2009	2009-05-23	2011-01-21	A/H3N2		  	 Other Database Import
A/NewYork/3745/2009	2009-05-17	2011-02-17	A/H3N2		  	 Other Database Import
A/NewYork/3932/2009	2009-06-04	2011-01-21	A/H3N2		  	 Other Database Import
A/NewYork/6630/2009	2009-11-13	2011-02-23	A/H3N2		  	 Other Database Import
A/NewYork/4017/2009	2009-06-11	2011-02-23	A/H3N2		  	 Other Database Import
A/NewYork/3318/2009	2009-04-28	2011-02-24	A/H3N2		  	 Other Database Import
A/NewYork/3417/2009	2009-05-06	2011-02-24	A/H3N2		  	 Other Database Import
A/NewYork/3904/2009	2009-06-04	2011-02-24	A/H3N2		  	 Other Database Import
A/NewYork/3918/2009	2009-06-05	2011-02-24	A/H3N2		  	 Other Database Import
A/NewYork/4362/2009	2009-06-23	2011-02-24	A/H3N2		  	 Other Database Import
A/NewYork/13/2010	2010-12-01	2011-08-12	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/3750/2009	2009-05-21	2011-04-14	A/H3N2		  	 Other Database Import
A/NewYork/05/2011	2011-01-31	2011-06-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/06/2011	2011-04-13	2011-06-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/08/2011	2011-03-01	2011-08-02	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/14/2011	2011-10-02	2011-11-04	A/H3N2		 Regent Seven Seas Cruises 	 Centers for Disease Control and Prevention
A/NewYork/20/2011	2011-12-23	2012-02-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/01/2012	2012-01-15	2012-03-19	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/04/2012	2012-02-16	2012-04-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/AF2868/2012	2012-03-06	2012-04-11	A/H3N2		  	 Other Database Import
A/NewYork/02/2012	2012-01-16	2012-04-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2012	2012-02-15	2012-05-17	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/15/2012	2012-04-04	2012-06-20	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/16/2012	2012-05-14	2012-07-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/17/2012	2012-05-10	2012-07-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/35/2012	2012-09-04	2012-11-07	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/37/2012	2012-10-21	2012-11-30	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/38/2012	2012-10-17	2012-12-07	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2012-12-07	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2012-12-07	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/40/2012	2012-10-16	2012-12-07	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/38/2012	2012-10-17	2012-12-07	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/3045/2012	2012-05-03	2013-01-03	A/H3N2		  	 Other Database Import
A/NewYork/02/2012	2012-01-16	2013-01-15	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/47/2012	2012-11-20	2013-01-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2013	2013-01-02	2013-02-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/3079/2012	2012-11-26	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3084/2012	2012-12-01	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3085/2012	2012-12-05	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3087/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3088/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3089/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3090/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3091/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3094/2012	2012-12-07	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3095/2012	2012-12-10	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3096/2012	2012-12-10	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3097/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3098/2012	2012-12-13	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3105/2012	2012-11-28	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3108/2012	2012-11-20	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3109/2012	2012-11-21	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3115/2012	2012-11-26	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3116/2012	2012-11-26	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3122/2012	2012-12-06	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3123/2012	2012-11-30	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3124/2012	2012-12-01	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3125/2012	2012-12-01	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3126/2012	2012-12-03	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3127/2012	2012-12-05	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3129/2012	2012-12-03	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3130/2012	2012-11-26	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3139/2012	2012-11-30	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3140/2012	2012-11-26	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3141/2012	2012-11-27	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3150/2012	2012-11-09	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3156/2012	2012-11-16	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3157/2012	2012-11-16	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3158/2012	2012-11-16	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/3159/2012	2012-11-16	2013-02-15	A/H3N2		  	 Other Database Import
A/NewYork/39/2012	2012-10-20	2013-08-05	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2010	2010-03-25	2013-02-24	A/H3N2		  	 Other Database Import
A/NewYork/70/2009	2009-05-23	2013-02-24	A/H3N2		  	 Other Database Import
A/NewYork/39/2012	2012-10-20	2013-08-05	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/61/2012	2012-12-31	2013-03-14	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/60/2012	2012-12-25	2013-03-14	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/11/2011	2011-03-03	2013-03-18	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/11/2011	2011-03-03	2013-03-18	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2013-05-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/04/2013	2013-03-18	2013-05-09	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/3211/2012	2012-12-26	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3212/2012	2012-12-27	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3213/2013	2013-01-06	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3214/2013	2013-01-05	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3215/2013	2013-01-06	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3216/2013	2013-01-07	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3217/2013	2013-01-07	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3219/2013	2013-01-08	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3220/2013	2013-01-14	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3224/2012	2012-12-18	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3225/2012	2012-12-11	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3226/2012	2012-12-12	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3227/2012	2012-12-13	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3228/2012	2012-12-14	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3229/2012	2012-12-14	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3230/2012	2012-12-15	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3231/2012	2012-12-14	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3232/2012	2012-12-14	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3233/2012	2012-12-17	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/05/2013	2013-03-27	2013-05-13	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/3205/2012	2012-12-19	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3206/2012	2012-12-24	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3207/2012	2012-12-24	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3208/2012	2012-12-24	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3209/2012	2012-12-24	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/3210/2012	2012-12-26	2013-05-07	A/H3N2		  	 Other Database Import
A/NewYork/06/2013	2013-04-10	2013-06-21	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2013-10-11	A/H3N2		 Centers for Disease Control and Prevention 	 National Institute for Medical Research
A/NewYork/08/2013	2013-09-18	2013-11-12	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2013-12-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/15/2013	2013-11-01	2013-12-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/32/2013	2013-12-04	2014-01-18	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/3438/2013	2013-04-20	2013-12-26	A/H3N2		  	 Other Database Import
A/NewYork/34/2013	2013-12-18	2014-02-04	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/04/2014	2014-01-25	2014-03-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2014	2014-01-21	2014-03-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2014	2014-01-21	2014-04-11	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/1149/2008	2008-02-29	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1000/2005	2005-08-30	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1001/2005	2005-11-10	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1002/2005	2005-12-27	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1005/2006	2006-01-04	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1006/2006	2006-01-08	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1008/2006	2006-01-11	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1009/2006	2006-01-12	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1010/2006	2006-01-13	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1011/2006	2006-01-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1012/2006	2006-01-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1013/2006	2006-02-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1014/2006	2006-02-07	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1015/2006	2006-02-07	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1016/2006	2006-02-14	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1017/2006	2006-02-14	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1018/2006	2006-02-15	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1019/2006	2006-04-20	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1020/2006	2006-02-15	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1021/2006	2006-02-15	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1022/2006	2006-02-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1023/2006	2006-02-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1024/2006	2006-02-17	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1025/2006	2006-02-17	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1026/2006	2006-02-17	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1027/2006	2006-02-17	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1028/2006	2006-02-20	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1029/2006	2006-02-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1030/2006	2006-02-27	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1031/2006	2006-02-28	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1032/2006	2006-03-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1033/2006	2006-03-07	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1034/2006	2006-03-07	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1035/2006	2006-03-07	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1036/2006	2006-03-08	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1037/2006	2006-03-09	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1039/2006	2006-03-12	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1040/2006	2006-03-12	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1041/2006	2006-03-13	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1042/2006	2006-03-13	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1043/2006	2006-03-14	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1044/2006	2006-03-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1045/2006	2006-03-20	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1046/2006	2006-03-22	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1048/2006	2006-03-31	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1077/2007	2007-02-10	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1078/2007	2007-02-12	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1079/2007	2007-02-11	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1080/2007	2007-02-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1082/2007	2007-02-28	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1083/2007	2007-03-02	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1084/2007	2007-03-05	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1085/2007	2007-03-07	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1086/2007	2007-03-08	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1087/2007	2007-03-15	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1088/2007	2007-03-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1089/2007	2007-03-23	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1090/2007	2007-03-26	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1093/2007	2007-04-11	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1095/2007	2007-04-13	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1096/2007	2007-04-13	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1097/2007	2007-04-15	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1098/2007	2007-04-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1099/2007	2007-04-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1100/2007	2007-06-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1102/2007	2007-02-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1103/2007	2007-03-26	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1128/2008	2008-01-18	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1129/2008	2008-01-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1130/2008	2008-01-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1131/2008	2008-01-30	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1133/2008	2008-01-29	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1134/2008	2008-01-28	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1135/2008	2008-02-04	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1136/2008	2008-02-05	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1138/2008	2008-02-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1139/2008	2008-02-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1140/2008	2008-02-10	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1141/2008	2008-02-13	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1142/2008	2008-02-18	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1143/2008	2008-02-18	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1144/2008	2008-02-19	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1145/2008	2008-02-19	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1146/2008	2008-02-19	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1147/2008	2008-02-27	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1148/2008	2008-03-03	2014-04-10	A/H3N2		  	 Other Database Import
