isolate_name	collection_date	last_modified	type	lineage	originating lab	submitting lab
A/NewYork/WC-LVD-15-042/2015	2015-03-14	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-043/2015	2015-02-21	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-044/2015	2015-03-21	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-045/2015	2015-08-03	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-046/2015	2015-03-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-047/2015	2015-04-15	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-095/2014	2014-12-18	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-096/2014	2014-12-12	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-097/2014	2014-11-10	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-098/2014	2014-12-08	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-048/2015	2015-01-30	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-049/2015	2015-01-22	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-099/2014	2014-12-23	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-100/2014	2014-11-29	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-051/2015	2015-01-12	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-102/0214	2014-12-18	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-052/2015	2015-02-02	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-053/2015	2015-01-23	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/03/2015	2015-01-23	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/18/2015	2015-01-23	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/12/2015	2015-01-22	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/04/2015	2015-01-22	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/02/2015	2015-01-21	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/99/2016	2016-09-23	2016-11-04	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/99/2016	2016-09-23	2016-11-04	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/98/2016	2016-09-21	2016-11-04	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/98/2016	2016-09-21	2016-11-04	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/88/2016	2016-07-27	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/96/2016	2016-09-01	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/89/2016	2016-08-08	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/90/2016	2016-08-09	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/91/2016	2016-08-23	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/92/2016	2016-08-23	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/93/2016	2016-08-24	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/94/2016	2016-08-27	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/95/2016	2016-08-29	2016-11-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/100/2016	2016-09-26	2016-11-08	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/100/2016	2016-09-26	2016-11-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/102/2016	2016-10-18	2016-12-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/103/2016	2016-10-26	2016-12-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/104/2016	2016-10-25	2016-12-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/105/2016	2016-11-01	2016-12-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/106/2016	2016-11-15	2016-12-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/107/2016	2016-11-26	2016-12-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/102/2016	2016-10-18	2017-01-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/103/2016	2016-10-26	2017-01-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/109/2016	2016-11-30	2017-01-17	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/110/2016	2016-12-06	2017-01-17	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/111/2016	2016-12-14	2017-01-17	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/112/2016	2016-12-01	2017-01-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/113/2016	2016-12-03	2017-01-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/105/2016	2016-11-01	2017-01-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/4881/2015	2015-04-27	2016-11-29	A/H3N2		  	 Other Database Import
A/NewYork/5019/2016	2016-02-10	2016-11-29	A/H3N2		  	 Other Database Import
A/NewYork/5080/2016	2016-02-25	2016-11-29	A/H3N2		  	 Other Database Import
A/NewYork/114/2016	2016-12-29	2017-02-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/01/2017	2017-01-02	2017-02-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2017	2017-01-24	2017-02-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/02/2017	2017-01-22	2017-02-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/111/2016	2016-12-14	2017-02-17	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/114/2016	2016-12-29	2017-02-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2014	2014-09-18	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/19/2014	2014-09-23	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/20/2014	2014-09-25	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/26/2014	2014-10-14	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/28/2014	2014-10-14	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/35/2014	2014-10-21	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/24/2014	2014-10-10	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/34/2014	2014-10-17	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/36/2014	2014-10-23	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/31/2014	2014-10-17	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/40/2014	2014-12-29	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/38/2014	2014-12-31	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/39/2014	2014-12-31	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/08/2015	2015-01-07	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/09/2015	2015-01-08	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/10/2015	2015-01-08	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/11/2015	2015-01-05	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/06/2015	2015-01-06	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/07/2015	2015-01-07	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/05/2015	2015-01-06	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/13/2015	2015-02-10	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/20/2015	2015-02-25	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/14/2015	2015-02-05	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/19/2015	2015-02-17	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/15/2015	2015-02-05	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/16/2015	2015-02-09	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/57/2015	2015-07-21	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/58/2015	2015-08-03	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/59/2015	2015-07-29	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/60/2015	2015-08-01	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/62/2015	2015-08-04	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/63/2015	2015-08-06	2015-10-11	A/H3N2		  	 Other Database Import
A/NewYork/06/2017	2017-02-05	2017-03-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2017	2017-02-07	2017-03-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2017	2017-01-24	2017-03-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/06/2017	2017-02-05	2017-03-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2017	2017-02-07	2017-03-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/11/2017	2017-02-11	2017-03-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/11/2017	2017-02-11	2017-04-04	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/10/2017	2017-02-09	2017-04-10	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/10/2017	2017-02-09	2017-04-10	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/14/2017	2017-02-28	2017-04-10	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/13/2017	2017-02-23	2017-04-10	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/12/2017	2017-02-21	2017-04-10	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/12/2017	2017-02-21	2017-04-10	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/17/2017	2017-02-06	2017-04-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2017	2017-02-23	2017-04-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/17/2017	2017-02-06	2017-05-08	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/19/2017	2017-01-30	2017-05-15	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/20/2017	2017-03-29	2017-05-15	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/21/2017	2017-03-28	2017-05-31	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/22/2017	2017-04-05	2017-05-31	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/27/2017	2017-04-09	2017-05-31	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/28/2017	2017-04-19	2017-05-31	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/5610/2016	2016-11-08	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5611/2016	2016-09-23	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5646/2016	2016-12-19	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5647/2016	2016-12-19	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5648/2016	2016-12-08	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5649/2016	2016-12-09	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5650/2016	2016-12-12	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5651/2016	2016-12-15	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5652/2016	2016-12-15	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/5653/2016	2016-12-19	2017-06-19	A/H3N2		  	 Other Database Import
A/NewYork/31/2017	2017-04-25	2017-06-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/30/2017	2017-04-20	2017-06-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/27/2017	2017-04-09	2017-07-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/5689/2016	2016-12-27	2017-06-26	A/H3N2		  	 Other Database Import
A/NewYork/5690/2017	2017-01-08	2017-06-26	A/H3N2		  	 Other Database Import
A/NewYork/5736/2017	2017-01-17	2017-06-26	A/H3N2		  	 Other Database Import
A/NewYork/32/2017	2017-06-28	2017-09-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/6289/2017	2017-03-07	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6290/2017	2017-03-14	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6291/2017	2017-03-10	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6292/2017	2017-03-09	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6293/2017	2017-03-09	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6294/2017	2017-03-21	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6129/2017	2017-02-17	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6130/2017	2017-02-22	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6131/2017	2017-02-22	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6133/2017	2017-02-23	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6134/2017	2017-02-28	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6135/2017	2017-03-02	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6136/2017	2017-03-07	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6058/2017	2017-02-13	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6059/2017	2017-02-19	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6060/2017	2017-02-21	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5948/2017	2017-02-03	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5949/2017	2017-02-07	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6001/2017	2017-02-06	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6002/2017	2017-02-13	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6003/2017	2017-02-08	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6004/2017	2017-02-13	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/6005/2017	2017-02-14	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5898/2017	2017-01-27	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5899/2017	2017-01-30	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5835/2017	2017-01-17	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5836/2017	2017-01-25	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5837/2017	2017-01-25	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5771/2016	2016-12-28	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/5772/2017	2017-01-13	2017-09-18	A/H3N2		  	 Other Database Import
A/NewYork/33/2017	2017-08-02	2017-09-30	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/33/2017	2017-08-02	2017-11-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/35/2017	2017-10-13	2017-11-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/37/2017	2017-10-26	2017-11-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/36/2017	2017-10-21	2017-11-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/38/2017	2017-10-24	2017-11-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2017	2017-10-30	2017-11-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/41/2017	2017-11-08	2017-12-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/40/2017	2017-10-31	2017-12-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/42/2017	2017-11-25	2017-12-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/43/2017	2017-11-26	2017-12-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2017	2017-10-30	2017-12-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/45/2017	2017-11-27	2017-12-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/47/2017	2017-11-30	2017-12-27	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/49/2017	2017-11-30	2018-01-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/48/2017	2017-11-10	2018-01-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/51/2017	2017-12-08	2018-01-08	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/50/2017	2017-12-07	2018-01-08	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/52/2017	2017-12-12	2018-01-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/53/2017	2017-12-14	2018-01-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/42/2017	2017-11-25	2018-01-23	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/47/2017	2017-11-30	2018-01-23	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/A-WC-LVD-16-001/2016	2016-10-21	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-002/2016	2016-10-26	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-003/2016	2016-11-14	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-004/2016	2016-12-12	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-005/2016	2016-12-23	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-006/2016	2016-12-27	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-007/2016	2016-12-30	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-001/2017	2017-01-04	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-002/2017	2017-01-08	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-003/2017	2017-01-13	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-005/2017	2017-01-05	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-007/2017	2017-01-19	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-008/2017	2017-01-17	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-009/2017	2017-01-19	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-010/2017	2017-01-24	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-011/2017	2017-01-22	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-012/2017	2017-01-23	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-013/2017	2017-01-23	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-014/2017	2017-01-23	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-015/2017	2017-01-23	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-016/2017	2017-01-25	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-017/2017	2017-01-20	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-018/2017	2017-01-30	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-019/2017	2017-01-31	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-021/2017	2017-01-03	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-022/2017	2017-01-31	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-024/2017	2017-02-02	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-025/2017	2017-02-02	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-026/2017	2017-01-29	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-027/2017	2017-02-07	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-028/2017	2017-02-07	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-029/2017	2017-02-08	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-030/2017	2017-02-11	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-031/2017	2017-02-07	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-032/2017	2017-02-12	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-034/2017	2017-02-27	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-035/2017	2017-02-25	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-036/2017	2017-03-05	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-038/2017	2017-03-13	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-039/2017	2017-03-08	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-040/2017	2017-03-12	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-041/2017	2017-02-17	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-042/2017	2017-04-02	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-043/2017	2017-03-30	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-044/2017	2017-04-08	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-045/2017	2017-04-08	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-046/2017	2017-04-06	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-047/2017	2017-04-25	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-048/2017	2017-02-21	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-049/2017	2017-02-23	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-050/2017	2017-02-14	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-051/2017	2017-01-09	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-052/2017	2017-02-28	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-17-053/2017	2017-03-24	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-015/2016	2016-04-14	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-017/2016	2016-03-16	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-020/2016	2016-03-02	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-025/2016	2016-03-20	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-15-054/2015	2015-11-03	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-038/2016	2016-02-02	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-056/2016	2016-02-21	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-064/2016	2016-02-17	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/A-WC-LVD-16-065/2016	2016-03-08	2017-12-08	A/H3N2		  	 Other Database Import
A/NewYork/02/2018	2018-01-17	2018-02-06	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/58/2017	2017-12-23	2018-02-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/55/2017	2017-12-16	2018-02-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/56/2017	2017-12-19	2018-02-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/53/2017	2017-12-14	2018-02-12	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2018	2018-01-08	2018-02-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/06/2018	2018-01-18	2018-02-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2018	2018-01-16	2018-03-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/09/2018	2018-02-02	2018-03-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/12/2018	2018-02-11	2018-03-13	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/08/2018	2018-01-30	2018-03-13	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/13/2018	2018-02-16	2018-03-19	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/15/2018	2018-02-21	2018-03-19	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/01/2018	2018-01-10	2018-04-09	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/21/2018	2018-02-25	2018-05-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/20/2018	2018-01-06	2018-05-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/27/2018	2018-03-12	2018-05-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
